provinsi,jenis,daerah,tahun,periode,gk,Cluster
0,1,2,2017,1,-1.1068661519220615,2
0,1,2,2018,0,-1.0907632999439916,2
0,1,2,2018,1,-1.0786990432420216,2
0,1,0,2017,0,-1.349040163390651,2
0,1,0,2017,1,-1.3339936585023424,2
0,1,0,2018,0,-1.3080616256768587,2
0,1,0,2018,1,-1.2825997961291344,2
0,1,1,2017,0,-1.2844161978322608,2
0,1,1,2017,1,-1.2646032487584433,2
0,1,1,2018,0,-1.2403652359610526,2
0,1,1,2018,1,-1.2178534488957107,2
0,1,2,2019,0,-1.071336819317648,2
0,1,2,2019,1,-1.0539199746181676,2
0,1,2,2020,0,-1.0336690279705467,2
0,1,2,2020,1,-1.0287930843915871,2
0,1,0,2019,0,-1.2686547263161259,2
0,1,0,2019,1,-1.2473667560011175,2
0,1,0,2020,0,-1.2085782061563424,2
0,1,0,2020,1,-1.2048616679198039,2
0,1,1,2019,0,-1.20489387362376,2
0,1,1,2019,1,-1.1843401933589517,2
0,1,1,2020,0,-1.151748020955338,2
0,1,1,2020,1,-1.146601549463147,2
0,1,2,2021,0,-1.0059463580051016,2
0,1,2,2021,1,-0.9839498622030579,2
0,1,2,2022,0,-0.9406460726636322,2
0,1,2,2022,1,-0.8949848255946171,2
0,1,0,2021,0,-1.1709104148092413,2
0,1,0,2021,1,-1.1442183273703925,2
0,1,0,2022,0,-1.1094619316609264,2
0,1,0,2022,1,-1.0508153447567956,2
0,1,1,2021,0,-1.1157033970876262,2
0,1,1,2021,1,-1.0902351263991108,2
0,1,1,2022,0,-1.0520584849295025,2
0,1,1,2022,1,-0.9975149047093841,2
0,2,2,2013,0,0.35627762565012133,0
0,2,2,2013,1,0.4531781477133551,0
0,2,2,2014,0,0.5106653292750648,0
0,2,2,2014,1,0.5992503385768232,0
0,2,0,2013,0,0.09991378101845654,0
0,2,0,2013,1,0.21937117813257065,0
0,2,0,2014,0,0.2982236236987836,0
0,2,0,2014,1,0.42078565067426954,0
0,2,1,2013,0,0.0,0
0,2,1,2013,1,0.0,0
0,2,1,2014,0,0.0,0
0,2,1,2014,1,0.0,0
0,2,2,2015,0,0.6860447107386202,0
0,2,2,2015,1,0.7498764159796895,0
0,2,2,2016,0,0.7991253784694186,1
0,2,2,2016,1,0.9119612828501503,1
0,2,0,2015,0,0.503779749769242,0
0,2,0,2015,1,0.5830186637829287,0
0,2,0,2016,0,0.6446346165918155,0
0,2,0,2016,1,0.720904164700746,0
0,2,1,2015,0,0.5555214337451764,0
0,2,1,2015,1,0.630380372020828,0
0,2,1,2016,0,0.6895358090474657,0
0,2,1,2016,1,0.7784815222335328,1
0,2,2,2017,0,0.9926236889786982,1
0,2,2,2017,1,1.1334334678157332,1
0,2,2,2018,0,1.1750818841718131,1
0,2,2,2018,1,1.2421599243716615,1
0,2,0,2017,0,0.7846972230970679,1
0,2,0,2017,1,0.8950919351179242,1
0,2,0,2018,0,0.9715547174505915,1
0,2,0,2018,1,1.0520818596225237,1
0,2,1,2017,0,0.8473308761509688,1
0,2,1,2017,1,0.9675869747231951,1
0,2,1,2018,0,1.0352318353126713,1
0,2,1,2018,1,1.112776729298265,1
0,2,2,2019,0,1.2734960743209855,1
0,2,2,2019,1,1.3783771698245506,1
0,2,2,2020,0,1.5300724765987608,1
0,2,2,2020,1,1.5444619851263641,1
0,2,0,2019,0,1.1314818021559911,1
0,2,0,2019,1,1.2477186288744913,1
0,2,0,2020,0,1.3460812898973336,1
0,2,0,2020,1,1.3575271970833458,1
0,2,1,2019,0,1.1789272452241764,1
0,2,1,2019,1,1.2915119451140502,1
0,2,1,2020,0,1.405590989667489,1
0,2,1,2020,1,1.4190078859356168,1
0,2,2,2021,0,1.6867532263453815,1
0,2,2,2021,1,1.760787698599756,1
0,2,2,2022,0,1.9483794830034795,1
0,2,2,2022,1,2.2049816498444197,1
0,2,0,2021,0,1.4500992725348743,1
0,2,0,2021,1,1.527167522101917,1
0,2,0,2022,0,1.6866630503743043,1
0,2,0,2022,1,1.925874137078929,1
0,2,1,2021,0,1.527869606448161,1
0,2,1,2021,1,1.604068302008388,1
0,2,1,2022,0,1.7733994522689802,1
0,2,1,2022,1,2.018581476487073,1
34,0,2,2015,0,-0.2719912471262557,0
34,0,2,2015,1,-0.19731266079275855,0
34,0,2,2016,0,-0.0889404669803478,0
34,0,2,2016,1,-0.012091216200206784,0
34,0,0,2015,0,-0.24322511235263158,0
34,0,0,2015,1,-0.12401891972937537,0
34,0,0,2016,0,0.006684709206222775,0
34,0,0,2016,1,0.06009464864708518,0
34,0,1,2015,0,-0.25746647464203665,0
34,0,1,2015,1,-0.16031474808794505,0
34,0,1,2016,0,-0.04555294261063614,0
34,0,1,2016,1,0.02662003995507337,0
34,0,2,2017,0,0.052120516347544936,0
34,0,2,2017,1,0.1145480528961265,0
34,0,2,2018,0,0.1566537902483838,0
34,0,2,2018,1,0.2657795975333682,0
34,0,0,2017,0,0.07913466082595508,0
34,0,0,2017,1,0.11798762207864225,0
34,0,0,2018,0,0.19284011921350258,0
34,0,0,2018,1,0.24742234627836848,0
34,0,1,2017,0,0.06659375970543421,0
34,0,1,2017,1,0.11634513117687911,0
34,0,1,2018,0,0.17520427572712038,0
34,0,1,2018,1,0.2565880896242859,0
34,0,2,2019,0,0.3249028288560498,0
34,0,2,2019,1,0.40532047163453117,0
34,0,2,2020,0,0.470298699936439,0
34,0,2,2020,1,0.48163510772900026,0
34,0,0,2019,0,0.28422058361865393,0
34,0,0,2019,1,0.4088502167881241,0
34,0,0,2020,0,0.46860467990834603,0
34,0,0,2020,1,0.48080420056693185,0
34,0,1,2019,0,0.30473561703871505,0
34,0,1,2019,1,0.40708534421132764,0
34,0,1,2020,0,0.4694677927743706,0
34,0,1,2020,1,0.48123575699994414,0
34,0,2,2021,0,0.6060586243931512,0
34,0,2,2021,1,0.6789530147274782,0
34,0,2,2022,0,0.8224294258520813,1
34,0,2,2022,1,0.9931260979604141,1
34,0,0,2021,0,0.5673022802523324,0
34,0,0,2021,1,0.6187798774558264,0
34,0,0,2022,0,0.7175225657853513,0
34,0,0,2022,1,0.8643612524029756,1
34,0,1,2021,0,0.5874308452249198,0
34,0,1,2021,1,0.6502706147841399,0
34,0,1,2022,0,0.7720081757383488,1
34,0,1,2022,1,0.93215425923065,1
34,1,2,2015,0,-1.296351631718406,2
34,1,2,2015,1,-1.270690126806154,2
34,1,2,2016,0,-1.2598368045729347,2
34,1,2,2016,1,-1.2373185763668018,2
34,1,0,2015,0,-1.5339717566475974,2
34,1,0,2015,1,-1.519575806979203,2
34,1,0,2016,0,-1.4885359495062753,2
34,1,0,2016,1,-1.4713574270160703,2
34,1,1,2015,0,-1.4162985555326535,2
34,1,1,2015,1,-1.3963181367982644,2
34,1,1,2016,0,-1.3692589043343157,2
34,1,1,2016,1,-1.3533428454391914,2
34,1,2,2017,0,-1.2251577025529632,2
34,1,2,2017,1,-1.202549298375753,2
34,1,2,2018,0,-1.1836638735758727,2
34,1,2,2018,1,-1.1805399202921272,2
34,1,0,2017,0,-1.4432160828991953,2
34,1,0,2017,1,-1.4104113528494713,2
34,1,0,2018,0,-1.392324629507703,2
34,1,0,2018,1,-1.3573492350113352,2
34,1,1,2017,0,-1.3320419928426004,2
34,1,1,2017,1,-1.3022388344015885,2
34,1,1,2018,0,-1.2820394168802975,2
34,1,1,2018,1,-1.2622844380736014,2
34,1,2,2019,0,-1.124514877690026,2
34,1,2,2019,1,-1.0576236305731235,2
34,1,2,2020,0,-1.0473628932926973,2
34,1,2,2020,1,-1.0438138247167308,2
34,1,0,2019,0,-1.3276426936821917,2
34,1,0,2019,1,-1.292982915084594,2
34,1,0,2020,0,-1.261453530911533,2
34,1,0,2020,1,-1.2612602966877962,2
34,1,1,2019,0,-1.2173574810547863,2
34,1,1,2019,1,-1.1651327115195098,2
34,1,1,2020,0,-1.1451716162074943,2
34,1,1,2020,1,-1.141918840107924,2
34,1,2,2021,0,-1.0229509696939434,2
34,1,2,2021,1,-1.0098432481837945,2
34,1,2,2022,0,-0.9808001443561475,2
34,1,2,2022,1,-0.9453481054412286,2
34,1,0,2021,0,-1.231534431936279,2
34,1,0,2021,1,-1.2230965374997704,2
34,1,0,2022,0,-1.1917475052688637,2
34,1,0,2022,1,-1.147934865606931,2
34,1,1,2021,0,-1.1159417192969017,2
34,1,1,2021,1,-1.1043541070134826,2
34,1,1,2022,0,-1.0734817192011268,2
34,1,1,2022,1,-1.033817174208745,2
34,2,2,2013,0,0.022207858513082202,0
34,2,2,2013,1,0.17141688494187834,0
34,2,2,2014,0,0.22112316842778465,0
34,2,2,2014,1,0.29286459456048186,0
34,2,0,2013,0,-0.2630767082711962,0
34,2,0,2013,1,-0.07547848272668133,0
34,2,0,2014,0,-0.030654583960525818,0
34,2,0,2014,1,0.05532176332078524,0
34,2,1,2013,0,0.0,0
34,2,1,2013,1,0.0,0
34,2,1,2014,0,0.0,0
34,2,1,2014,1,0.0,0
34,2,2,2015,0,0.3891467671077577,0
34,2,2,2015,1,0.48948685835350714,0
34,2,2,2016,0,0.6087123743991371,0
34,2,2,2016,1,0.7080798533854111,0
34,2,0,2015,0,0.18029277695219048,0
34,2,0,2015,1,0.3138949192438412,0
34,2,0,2016,0,0.47563840565236704,0
34,2,0,2016,1,0.5462268675834344,0
34,2,1,2015,0,0.2837246157777294,0
34,2,1,2015,1,0.40085676106621015,0
34,2,1,2016,0,0.5426777990074678,0
34,2,1,2016,1,0.6307668404683017,0
34,2,2,2017,0,0.7844589008877925,1
34,2,2,2017,1,0.869488400472793,1
34,2,2,2018,0,0.9304795626249307,1
34,2,2,2018,1,1.0427293231936607,1
34,2,0,2017,0,0.5934146650199706,0
34,2,0,2017,1,0.6650659151815906,0
34,2,0,2018,0,0.7580051356582191,0
34,2,0,2018,1,0.8475756395010354,1
34,2,1,2017,0,0.6920414128152534,0
34,2,1,2017,1,0.7715959427277101,1
34,2,1,2018,0,0.8506545047992424,1
34,2,1,2018,1,0.9517997386438953,1
34,2,2,2019,0,1.1578775971184434,1
34,2,2,2019,1,1.3051929281546184,1
34,2,2,2020,0,1.3804254525961612,1
34,2,2,2020,1,1.395310928964689,1
34,2,0,2019,0,0.9140675358888819,1
34,2,0,2019,1,1.0733569476559497,1
34,2,0,2020,0,1.1646407949492328,1
34,2,0,2020,1,1.1770399909723466,1
34,2,1,2019,0,1.0448677819363483,1
34,2,1,2019,1,1.1994422786442374,1
34,2,1,2020,0,1.281785822519296,1
34,2,1,2020,1,1.2968065628444396,1
34,2,2,2021,0,1.5405973006516274,1
34,2,2,2021,1,1.6265994124961034,1
34,2,2,2022,0,1.7991189274483534,1
34,2,2,2022,1,2.0052740796123962,1
34,2,0,2021,0,1.293257494268473,1
34,2,0,2021,1,1.3531729859084756,1
34,2,0,2022,0,1.483264706468907,1
34,2,0,2022,1,1.6739160327484641,1
34,2,1,2021,0,1.4289787718804376,1
34,2,1,2021,1,1.503406153723077,1
34,2,1,2022,0,1.6560161024896416,1
34,2,1,2022,1,1.8558267309743246,1
32,0,2,2015,0,-0.09980023035435817,0
32,0,2,2015,1,-0.01641322167112076,0
32,0,2,2016,0,0.053138216592558955,0
32,0,2,2016,1,0.11763980047591593,0
32,0,0,2015,0,-0.06528859799495866,0
32,0,0,2015,1,0.060481117094558855,0
32,0,0,2016,0,0.18364217016362905,0
32,0,0,2016,1,0.24419533474196328,0
32,0,1,2015,0,-0.07898890445790058,0
32,0,1,2015,1,0.029950109744138233,0
32,0,1,2016,0,0.14871830479359094,0
32,0,1,2016,1,0.196157306720985,0
32,0,2,2017,0,0.21402503127585143,0
32,0,2,2017,1,0.22824707014288279,0
32,0,2,2018,0,0.3413985904223847,0
32,0,2,2018,1,0.4084637483406504,0
32,0,0,2017,0,0.3154472341745272,0
32,0,0,2017,1,0.3276403136923217,0
32,0,0,2018,0,0.4198516852595415,0
32,0,0,2018,1,0.42913981028049225,0
32,0,1,2017,0,0.2769163299614014,0
32,0,1,2017,1,0.28679059879435387,0
32,0,1,2018,0,0.38859927014050333,0
32,0,1,2018,1,0.42061818101369763,0
32,0,2,2019,0,0.5061822952843701,0
32,0,2,2019,1,0.6326476535793403,0
32,0,2,2020,0,0.6921960001942429,0
32,0,2,2020,1,0.7031717041024954,0
32,0,0,2019,0,0.5044238638483648,0
32,0,0,2019,1,0.6312306026052701,0
32,0,0,2020,0,0.7200539341163039,0
32,0,0,2020,1,0.7247237611899442,0
32,0,1,2019,0,0.5051710361801472,0
32,0,1,2019,1,0.6318682755436016,0
32,0,1,2020,0,0.7080605299630374,0
32,0,1,2020,1,0.715255284226839,0
32,0,2,2021,0,0.7742368104521137,1
32,0,2,2021,1,0.8186935641931692,1
32,0,2,2022,0,0.9624469443717952,1
32,0,2,2022,1,1.2007433890840655,1
32,0,0,2021,0,0.865050454467637,1
32,0,0,2021,1,0.9068405759211241,1
32,0,0,2022,0,1.0759140805500673,1
32,0,0,2022,1,1.2682078977313873,1
32,0,1,2021,0,0.8227901297363902,1
32,0,1,2021,1,0.8657138919691334,1
32,0,1,2022,0,1.0241788377149241,1
32,0,1,2022,1,1.2361825457174018,1
32,1,2,2015,0,-1.1979181181468601,2
32,1,2,2015,1,-1.1717735276752659,2
32,1,2,2016,0,-1.1242057029320471,2
32,1,2,2016,1,-1.103999844269965,2
32,1,0,2015,0,-1.4680595629309616,2
32,1,0,2015,1,-1.4558278365684196,2
32,1,0,2016,0,-1.4333418140662428,2
32,1,0,2016,1,-1.4183468383042641,2
32,1,1,2015,0,-1.3608016864754333,2
32,1,1,2015,1,-1.343049902454809,2
32,1,1,2016,0,-1.325304559574976,2
32,1,1,2016,1,-1.2894338465086272,2
32,1,2,2017,0,-1.0848374504160618,2
32,1,2,2017,1,-1.0813270286848424,2
32,1,2,2018,0,-1.060657407885792,2
32,1,2,2018,1,-1.0542033848129815,2
32,1,0,2017,0,-1.4013486677562135,2
32,1,0,2017,1,-1.3994034432372626,2
32,1,0,2018,0,-1.3703023691424945,2
32,1,0,2018,1,-1.339777802932865,2
32,1,1,2017,0,-1.2701233064165258,2
32,1,1,2017,1,-1.2659172414798538,2
32,1,1,2018,0,-1.2340271534224843,2
32,1,1,2018,1,-1.207573388192911,2
32,1,2,2019,0,-1.0330635607361713,2
32,1,2,2019,1,-0.9962009119879736,2
32,1,2,2020,0,-0.9836020406003316,2
32,1,2,2020,1,-0.9754862032033844,2
32,1,0,2019,0,-1.3022839223871272,2
32,1,0,2019,1,-1.2582844896422487,2
32,1,0,2020,0,-1.235205882187279,2
32,1,0,2020,1,-1.2280046867826862,2
32,1,1,2019,0,-1.1760568863014325,2
32,1,1,2019,1,-1.1349752903349803,2
32,1,1,2020,0,-1.1170302720906191,2
32,1,1,2020,1,-1.105384689540079,2
32,1,2,2021,0,-0.9473190945233444,2
32,1,2,2021,1,-0.9185722831720939,2
32,1,2,2022,0,-0.8673072436147105,2
32,1,2,2022,1,-0.8088989789198552,2
32,1,0,2021,0,-1.1975896199665075,2
32,1,0,2021,1,-1.174691364453692,2
32,1,0,2022,0,-1.1363150476195558,2
32,1,0,2022,1,-1.0676460456442742,2
32,1,1,2021,0,-1.074673330247504,2
32,1,1,2021,1,-1.0477622440217536,2
32,1,1,2022,0,-1.004007574626942,2
32,1,1,2022,1,-0.9374061788456446,2
32,2,2,2013,0,0.18636033157752724,0
32,2,2,2013,1,0.3662678350173159,0
32,2,2,2014,0,0.4577320342527532,0
32,2,2,2014,1,0.5601075259885308,0
32,2,0,2013,0,-0.10105625280864763,0
32,2,0,2013,1,0.11173971551115111,0
32,2,0,2014,0,0.1907016604708149,0
32,2,0,2014,1,0.2957759901981169,0
32,2,1,2013,0,0.0,0
32,2,1,2013,1,0.0,0
32,2,1,2014,0,0.0,0
32,2,1,2014,1,0.0,0
32,2,2,2015,0,0.6597712974512012,0
32,2,2,2015,1,0.7692964554652418,0
32,2,2,2016,0,0.8864221596129314,1
32,2,2,2016,1,0.9711296021583705,1
32,2,0,2015,0,0.42414148502649934,0
32,2,0,2015,1,0.5621429264785588,0
32,2,0,2016,0,0.7077900020498058,0
32,2,0,2016,1,0.78334458353091,1
32,2,1,2015,0,0.5176990550190858,0
32,2,1,2015,1,0.6443898532417488,0
32,2,1,2016,0,0.7809033911710346,1
32,2,1,2016,1,0.8642131061647773,1
32,2,2,2017,0,1.0866836679530005,1
32,2,2,2017,1,1.1044032462696687,1
32,2,2,2018,0,1.2382308284890124,1
32,2,2,2018,1,1.3117564506208796,1
32,2,0,2017,0,0.8715882123707334,1
32,2,0,2017,1,0.8857265164074788,1
32,2,0,2018,0,1.0070389620694664,1
32,2,0,2018,1,1.0468516533000467,1
32,2,1,2017,0,0.9642826694972951,1
32,2,1,2017,1,0.9783630032669195,1
32,2,1,2018,0,1.1120617626704388,1
32,2,1,2018,1,1.1705344387732064,1
32,2,2,2019,0,1.4306019393598273,1
32,2,2,2019,1,1.5939363875437862,1
32,2,2,2020,0,1.6660836055463308,1
32,2,2,2020,1,1.6851751468515306,1
32,2,0,2019,0,1.1596295874136573,1
32,2,0,2019,1,1.330435758915441,1
32,2,0,2020,0,1.4423376978814446,1
32,2,0,2020,1,1.4542087203596776,1
32,2,1,2019,0,1.2866037958311345,1
32,2,1,2019,1,1.4543826311610408,1
32,2,1,2020,0,1.5485199038248378,1
32,2,1,2020,1,1.5673602406391796,1
32,2,2,2021,0,1.7844073618811889,1
32,2,2,2021,1,1.8576109269734948,1
32,2,2,2022,0,2.0526293467095043,1
32,2,2,2022,1,2.34933405611663,1
32,2,0,2021,0,1.624950480453549,1
32,2,0,2021,1,1.6896388574198515,1
32,2,0,2022,0,1.897088678882931,1
32,2,0,2022,1,2.1580514980395327,1
32,2,1,2021,0,1.7056064454413058,1
32,2,1,2021,1,1.7754412938997994,1
32,2,1,2022,0,1.9776609090404018,1
32,2,1,2022,1,2.256266012824177,1
26,0,2,2015,0,-0.15164497258295218,0
26,0,2,2015,1,-0.0962833674823477,0
26,0,2,2016,0,-0.0765090652532778,0
26,0,2,2016,1,-0.01503481754179797,0
26,0,0,2015,0,-0.009546965587671732,0
26,0,0,2015,1,0.09204914811236718,0
26,0,0,2016,0,0.14400983087520328,0
26,0,0,2016,1,0.1885309960241711,0
26,0,1,2015,0,-0.06475398330928674,0
26,0,1,2015,1,0.01887778872401734,0
26,0,1,2016,0,0.0544135624692221,0
26,0,1,2016,1,0.11502469731467738,0
26,0,2,2017,0,0.09191388415575139,0
26,0,2,2017,1,0.15185514035891898,0
26,0,2,2018,0,0.2481179894838211,0
26,0,2,2018,1,0.29693539554053794,0
26,0,0,2017,0,0.27248482509703653,0
26,0,0,2017,1,0.30312533184090806,0
26,0,0,2018,0,0.34640979795796006,0
26,0,0,2018,1,0.3524322645977582,0
26,0,1,2017,0,0.20623125091846556,0
26,0,1,2017,1,0.24762202164289657,0
26,0,1,2018,0,0.30879353573718865,0
26,0,1,2018,1,0.3317626437987076,0
26,0,2,2019,0,0.3686317336876966,0
26,0,2,2019,1,0.5123271435992016,0
26,0,2,2020,0,0.6208796893537667,0
26,0,2,2020,1,0.631623512193535,0
26,0,0,2019,0,0.41380989519736966,0
26,0,0,2019,1,0.4968812879818369,0
26,0,0,2020,0,0.5853181510453971,0
26,0,0,2020,1,0.5973695254657846,0
26,0,1,2019,0,0.39684393035327514,0
26,0,1,2019,1,0.5024077867807105,0
26,0,1,2020,0,0.5988896346925144,0
26,0,1,2020,1,0.6102968950337792,0
26,0,2,2021,0,0.7468748443709772,0
26,0,2,2021,1,0.8286515678564076,1
26,0,2,2022,0,0.9454101269789972,1
26,0,2,2022,1,1.173742126887238,1
26,0,0,2021,0,0.6822057908270482,0
26,0,0,2021,1,0.7732513159110558,1
26,0,0,2022,0,0.8502358306478126,1
26,0,0,2022,1,1.0628321236030833,1
26,0,1,2021,0,0.7065210973139339,0
26,0,1,2021,1,0.7934314100099731,1
26,0,1,2022,0,0.8864994533024261,1
26,0,1,2022,1,1.1052212711501546,1
26,1,2,2015,0,-1.1559476447512187,2
26,1,2,2015,1,-1.1277934183527611,2
26,1,2,2016,0,-1.0923156148746775,2
26,1,2,2016,1,-1.068792568705113,2
26,1,0,2015,0,-1.3569370020006966,2
26,1,0,2015,1,-1.3224897810492093,2
26,1,0,2016,0,-1.3164995201133673,2
26,1,0,2016,1,-1.3083192713085077,2
26,1,1,2015,0,-1.2788446110478484,2
26,1,1,2015,1,-1.2468450235970279,2
26,1,1,2016,0,-1.2254668773109423,2
26,1,1,2016,1,-1.2135572079879617,2
26,1,2,2017,0,-1.0230475868058118,2
26,1,2,2017,1,-1.0096951019455962,2
26,1,2,2018,0,-0.9980559605358472,2
26,1,2,2018,1,-0.995196094024542,2
26,1,0,2017,0,-1.2852084581495817,2
26,1,0,2017,1,-1.272132942343389,2
26,1,0,2018,0,-1.2231931546116388,2
26,1,0,2018,1,-1.1856863917843183,2
26,1,1,2017,0,-1.180874859613271,2
26,1,1,2017,1,-1.1663049991435133,2
26,1,1,2018,0,-1.1323859517369068,2
26,1,1,2018,1,-1.108972404960793,2
26,1,2,2019,0,-0.9745457966478651,2
26,1,2,2019,1,-0.9071263759860818,2
26,1,2,2020,0,-0.8614329232131105,2
26,1,2,2020,1,-0.856756654998679,2
26,1,0,2019,0,-1.163670572559901,2
26,1,0,2019,1,-1.1241606149465087,2
26,1,0,2020,0,-1.1094876962240912,2
26,1,0,2020,1,-1.1066922411206983,2
26,1,1,2019,0,-1.0873108484798932,2
26,1,1,2019,1,-1.0366834818608415,2
26,1,1,2020,0,-1.0095147500034418,2
26,1,1,2020,1,-1.0078336122569314,2
26,1,2,2021,0,-0.8276362574815374,2
26,1,2,2021,1,-0.759450341065598,2
26,1,2,2022,0,-0.725125501789144,2
26,1,2,2022,1,-0.664011957961973,2
26,1,0,2021,0,-1.07512421010289,2
26,1,0,2021,1,-1.0496301748512096,2
26,1,0,2022,0,-1.015028366520733,2
26,1,0,2022,1,-0.9591192644528741,2
26,1,1,2021,0,-0.9762204932535844,2
26,1,1,2021,1,-0.9335028475261604,2
26,1,1,2022,0,-0.8987142461127381,2
26,1,1,2022,1,-0.8409823012009617,2
26,2,2,2013,0,0.2762722158822786,0
26,2,2,2013,1,0.40033502866212073,0
26,2,2,2014,0,0.4597803170243637,0
26,2,2,2014,1,0.5326940307810645,0
26,2,0,2013,0,0.055952995118325584,0
26,2,0,2013,1,0.23139678798979327,0
26,2,0,2014,0,0.34205558678308995,0
26,2,0,2014,1,0.4544985815755568,0
26,2,1,2013,0,0.0,0
26,2,1,2013,1,0.0,0
26,2,1,2014,0,0.0,0
26,2,1,2014,1,0.0,0
26,2,2,2015,0,0.6498970286182487,0
26,2,2,2015,1,0.7334128601173108,0
26,2,2,2016,0,0.7886649658244643,1
26,2,2,2016,1,0.8736622597055087,1
26,2,0,2015,0,0.5910056783640514,0
26,2,0,2015,1,0.7270490130155774,0
26,2,0,2016,0,0.7849999567142556,1
26,2,0,2016,1,0.8377078118088742,1
26,2,1,2015,0,0.6138910515952843,0
26,2,1,2015,1,0.7295224110794091,0
26,2,1,2016,0,0.7864363311106994,1
26,2,1,2016,1,0.8589571352791353,1
26,2,2,2017,0,1.0263559433023592,1
26,2,2,2017,1,1.0996432432249512,1
26,2,2,2018,0,1.2075516749003934,1
26,2,2,2018,1,1.2592289474684155,1
26,2,0,2017,0,0.9447660128998744,1
26,2,0,2017,1,0.9884820354499387,1
26,2,0,2018,0,1.080712730439532,1
26,2,0,2018,1,1.1242419599066509,1
26,2,1,2017,0,0.9828460372576142,1
26,2,1,2017,1,1.038806668451803,1
26,2,1,2018,0,1.1338972299527015,1
26,2,1,2018,1,1.1802798847903342,1
26,2,2,2019,0,1.3515755829922511,1
26,2,2,2019,1,1.5626904135655393,1
26,2,2,2020,0,1.7169364120930757,1
26,2,2,2020,1,1.7323565031472756,1
26,2,0,2019,0,1.2076289685898882,1
26,2,0,2019,1,1.3302038778469567,1
26,2,0,2020,0,1.4333265419145167,1
26,2,0,2020,1,1.4481669302975058,1
26,2,1,2019,0,1.2670227278258015,1
26,2,1,2019,1,1.4232139508722887,1
26,2,1,2020,0,1.546864530641492,1
26,2,1,2020,1,1.5599529287292675,1
26,2,2,2021,0,1.8767282328418595,1
26,2,2,2021,1,2.026690872743229,1
26,2,2,2022,0,2.1777742711422725,1
26,2,2,2022,1,2.4672198148776845,1
26,2,0,2021,0,1.5645712266765779,1
26,2,0,2021,1,1.6811107870122657,1
26,2,0,2022,0,1.7926971100794993,1
26,2,0,2022,1,2.061202505102629,1
26,2,1,2021,0,1.687790250012769,1
26,2,1,2021,1,1.8174182084362323,1
26,2,1,2022,0,1.9452748531421076,1
26,2,1,2022,1,2.2217286159016125,1
8,0,2,2015,0,-0.04120517257655725,0
8,0,2,2015,1,0.02882291010567334,0
8,0,2,2016,0,0.10337911476413719,0
8,0,2,2016,1,0.1562157926745803,0
8,0,0,2015,0,-0.36232824672322816,0
8,0,0,2015,1,-0.2895820026270993,0
8,0,0,2016,0,-0.21266189929825483,0
